Name der Klinik,Message,bewertungen,Title,Datum der Bewertung,fachbereich,Gesamtzufriedenheit,Textuell Gesamtzufriedenheit,Qualität der Beratung,Textuell Qualität der Beratung,Mediz. Behandlung,Textuell Mediz. Behandlung,Verwaltung und Abläufe,Textuell Verwaltung und Abläufe,Ausstattung und Gestaltung,Textuell Ausstattung und Gestaltung,Pro,Kontra,Krankheitsbild,Privatpatient,Erfahrungsbericht,Nutzername,Berichtet als,Behandlungsjahr,Daumen
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Keine Behandlung in der Notfallaufnahme,16.09.2015,Kardiologie,0,unzufrieden,0,unzufrieden (es erfolgte keine Beratung),0,unzufrieden (es erfolgte keine Behandlung),0,unzufrieden (mangelhafte Organisation der Behandlung),0,unzufrieden (kann nicht beurteilt werden),nein,negative Erfahrungen meiner Schwester mit der Sahnaklinik in der Vergangenheit,sturz mit Prellungen im Bereich des Herzschrittmachers,,"Zunächst möchte ich anmerken, dass die Ñennung der Kardiologie nicht korrekt ist, da es technisch nicht möglich war , die Notfallaufnahme einzugeben.Wie kann das sein?",Herbst2,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2015,Daumen runter
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,"Kompetent, freundlich",01.03.2018,Frauen,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,Siehe  unten,Siehe unten,Bauchspiegelung,ja,"Ich hatte zwar nur eine ambulante OP, fühlte mich aber jederzeit -vom Vorgespräch bis zur Bauchspiegelung -gut aufgehoben und betreut. Ich wurde freundlich begrüßt und von den Schwestern laufend über den weiteren Ablauf informiert.",Shille80,berichtet als Patient,Jahr der Behandlung: 18,Daumen hoch
Krankenhaus Ludmillenstift,,41 Bewertungen,Enttäuschung,10.09.2016,Neurochirurgie,2,weniger zufrieden,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,0,unzufrieden,Pflegepersonal ist nett.,"Raucher vorne vorm Eingang, Cafeteria,",Bandscheiben Vorfall,nein,Ich wurde in der Klinik nicht Ernst genommen. Das Vertrauensverhältnis ist Nachhaltigkeit gestört. Bin sehr enttäuscht vom Meppener Krankenhaus.,Coco712,berichtet als Patient,Jahr der Behandlung: 202016,Daumen runter
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Niemals wieder!!!!!,06.07.2011,Lungenheilkunde,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,Kein Info,Kein Info,leider ohne Pro,"Kein Fachpersonal, Pfleger und Ärzte sehen Fehler nicht ein und vieles mehr",nein,,"Nicht mehr einen Fuss werde ich in dieses Krankenhaus setzten. Ich hoffe, dass ich dort niemanden mehr besuchen muß. Ein sehr naher Angehöriger wurde als Notfall auf der Intensivstation eingeliefert (eigentliche Fachklinik in einer anderen Stadt). Der Notfallarzt war nicht in der Lage überhaupt die Krankheit einzuschätzen. Er sprach von Gallensteinen. Wir klärten nochmals über die Lungenkrankheit auf. Obwohl der Patient eigentlich woanders behandelt wurde wollte der Artz dort nicht anrufen um sich über die Behandlungsmethoden zu erkundigen (wortwörtlich ""Was hat diese Klinik was wir nicht haben"" unsere Antwort ""Fachpersonal""). Das Personal auf der Intensivstaion spielte am PC Solitär, wir als Angehörige mußten wiederholt feststellen, das die Sauerstoffzufuhr des Patienten nicht gesättigt war und stellten die Geräte um, dem Personal interessierte es nicht. Nachfragen warum es dem Patienten denn so schlecht ginge (2 Tage vor dem Tod) wurden abgetan, sei alles nicht so schlimm. Wir fragten ob es an der wenigen Sauerstoffzufuhr liegt. Es wurde verneint. Tags drauf sprach ich mit dem behandelnden Facharzt in der anderen Klinik. Es wurde dann gesagt, wenn es wirklich so war wie ich schildern würde, sei der Patient längst tot. Einen Tag später verstab der Patient. Der Todeskampf soll mehrere Stunden gedauert haben, wir als Angehörige wurden nicht benachrichtigt. Der Abschied fehlt uns immer noch so sehr und wir werden es niemals nachholen können. Die Intensivstation ist nur ein Auffanglager für OP-Aufwachpatienten. Mehrere Tage kann man dort nicht liegen, es ist optisch ein Graus. Die Patienten werden mit Medikamenten ruhig gestellt. Der Patient war zu Hause immer klar im Kopf, als er dort lag war er zwischendurch immer wieder durcheinander, es wurde auch gesagt, dass Beruhigungsmittel verabreicht werden.",OTB,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2011,Daumen runter
Heidekreis-Klinikum GmbH - Krankenhaus Soltau,Diese Bewertung geht nicht in die Gesamtbewertung ein,13 Bewertungen,Nicht nur Meckern,12.06.2009,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"sehr gute und schnelle Versorgung,motiviertes Personal",TV und Radioangebot ist nicht zeitgemäß,ja,,Nach einem Sturz von der Leiter bin ich in der Notaufnahme,Giulia,berichtet als Patient,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Einmal und NIE WIEDER,03.09.2015,Urologie,0,unzufrieden,4,zufrieden,4,zufrieden,0,unzufrieden,0,unzufrieden,"Medizinische Versorgung,  Logistik Personal und Personal zuständig für Essen und Reinigung","Unfreundliche Schwestern, unkoordinierte Abläufe",Nierenkolik,nein,Ansich war die Behandlung und alles völlig zufrieden stellend. Ich bin Mittwochs aufgenommen worden und hatte Donnerstag Morgen sofort eine CT.,Lollie,berichtet als Patient,Jahr der Behandlung: 2015,Daumen runter
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Vielen Dank an dass Team der Station 2,24.02.2018,Gastrologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,Kompetentes Pflegepersonal/ Ärzte stets um dass Wohlergehen der Patienten bemüht.,,,nein,"Hallo und guten Tag, habe mir teilweise die Berichte meiner Vorredner mit erschrecken durch gelesen. Es ist beschämend was einige Leute von sich geben. Sachliche objektive Kritik ist vollkommen in Ordnung aber es grenzt ja teilweise an eine Hexenjagd/ Rassismus dass darf und kann so nicht sein.",Mickymaus4,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
Krankenhaus Ludmillenstift,,41 Bewertungen,Katastrophe,29.08.2016,Kindermedizin,0,unzufrieden (Zustand zimmer),0,unzufrieden,0,unzufrieden (Assistenzärztin hatte keine Ahnung),2,weniger zufrieden,0,unzufrieden,Schwestern waren lieb zum baby,Alles andere,Sturz,nein,"Ich kann diese Klinik nicht empfehlen. Wir kamen als Notfall. Es kam eine Assistenzärztin die einen Ultraschall gemacht hat, die sagte dann sie habe nichts schlimmes gesehen, sie würde aber mal die Oberärzten holen. Die kam dann auch und hat der Assistenzärztin erstmal das Gerät erklärt. Wir waren mit einem Baby da was eh schon am weinen war und dann wurde das noch durch unfähiges Personal rausgezögert. Schließlich kam dann durch die Oberärzten raus das meine Tochter eine schädlfraktur hatte. Aber die Assistenzärztin hat ja nichts schlimmes gesehen. Der Wahnsinn. Wir mussten dann noch zwei Nächte zur Beobachtung da bleiben. Das Zimmer war eine Katastrophe keine Klimaanlage wir sind fast geschmolzen da drin. Das Elternbett war kein Bett sondern ein Zustand 10 cm über dem Boden aus Holz und es hat geknarrt wie verrückt. Auch die Sauberkeit ließ sehr zu wünschen übrig. Informationen wurden nicht weiter geleitet wir haben drauf gewartet zum eeg zu können uns wurde gesagt die Schwestern melden sich wenn es los geht schließlich haben wir den ganzen Vormittag gewartet bis wir nachgefragt haben da ging es dann sofort. Die Schwester vom eeg sagte dann sie hätte schon zweimal angerufen das es los gehen könnte. Miserabler Informationsfluss. Meppen nie wieder.",Hellokitty2,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2016,Daumen runter
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Geburt was zu lange dauerte,28.12.2010,Entbindung,4,zufrieden,4,zufrieden,4,zufrieden,0,unzufrieden,Kein Info,Kein Info,fast alles,,nein,ja,Ich habe am 03.01.2009 mein sohn da bekommen und muss sagen es war sehr schön aber was mir nicht gefallen hat war das die ärzte und hebammen nicht alles versucht haben einzuleiten da mein sohn 18 tage zu spät geboren würde und den per kaiserschnitt kam was echt doof war ... Aber sonst sehr sehr gutes krankenhaus ...,Jessi0301,berichtet als Patient,Jahr der Behandlung: 2009,Kein Info
Heidekreis-Klinikum GmbH - Krankenhaus Soltau,Diese Bewertung geht nicht in die Gesamtbewertung ein,13 Bewertungen,C. Breithaupt,18.01.2008,Kindermedizin,0,unzufrieden,0,unzufrieden,0,unzufrieden,4,zufrieden,Kein Info,Kein Info,"
",Kindermedizin,nein,,Ich war mit meinem 3 jährigen Sohn nach telefonischer,eickhoff66,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2008,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Magenschmerzen mit Ausstrahlung bis in den Rücken hinein.,01.09.2015,Gastrologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Alles Super gelaufen,Bischen mit wartezeit verbunden,Über Wochen starke Magenschmerzen,nein,"Hallo,ich war das erste mal in der Abteilung von Dr. Langner und sein Team.Habe eine Magenspiegelung machen lassen.Meine letzte liegt schon Jahre zurück.Ich bin mit meinen letzten Erfahrungen einer Magenspiegelung dort hingegangen.",Angelspenzer,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,KATASTROPHAL,21.02.2018,Kardiologie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,"Cafeteria schön, aber sehr, sehr teuer",Nie war ein Arzt zu sprechen,Verdacht auf stummen Herzinfarkt,ja,Dieses KH bzw. diese Abteilung ist eine einzige Katastrophe!,Gerdharm,berichtet als Patient,Jahr der Behandlung: 2018,Daumen runter
Krankenhaus Ludmillenstift,,41 Bewertungen,tonsillektomie im ludmillenstift,22.06.2016,Hals-Nasen-Ohren,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,"Zimmer, Schwestern, Ärzte","Kiosk, Raucher",Tonsillektomie,nein,Meine Mandeln wurden am 20.05.2016 rausoperiert. Der Tag der OP verlief reibungslos. Das OP-Team war super nett zu mir.,Alakazam,berichtet als Patient,Jahr der Behandlung: 2016,Daumen hoch
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,alles gut,07.10.2010,Innere,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,die Freundlichkeit der Mitarbeiter/Innen,es gibt nichts zu meckern,ja,,"Absolut alles in diesem Krankenhaus lief perfekt. Von der Aufnahme über die Untersuchungen ohne viel Wartezeiten bis hin zum ""Zimmerservice"" gab es keine Beanstandungen. Selbst das Essen schmeckt gut.",Fidimaus,berichtet als Patient,Jahr der Behandlung: 2010,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Armes Sana-Personal,19.08.2015,Innere,0,unzufrieden,0,unzufrieden (Welche Beratung?),0,unzufrieden (Schmerzursache wurde nicht gefunden.),0,"unzufrieden (Verwaltung nicht kennengelernt, Abläufe gab es nicht!)",6,"sehr zufrieden (Nette, gut ausgestattete Zimmer.)",Das gesamte Personal verdient Lob und Anerkennung!,So funtioniert kein ernstzunehmendes Unternehmen.,Starke Schmerzen Oberbauch,nein,Ende Januar 2015 wurde ich Notfallaufnahme des Sana-Klinikums Hameln eingeliefert. Die Rettungssanitäter hatten mir dieses Krankenhaus als kompetent empfohlen. ,Matzeheyen,berichtet als Patient,Jahr der Behandlung: 2015,Daumen runter
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,sehr zufrieden,12.02.2018,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,"
",,,nein,Alles hat reibungslos geklappt und ich fühlte mich sehr wohl.,MaRo5,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Krankenhaus Ludmillenstift,,41 Bewertungen,Bei stärksten Schmerzen paracetamol nehmen und dankbar sein....,04.05.2016,Chirurgie,0,unzufrieden,4,zufrieden,0,unzufrieden,4,zufrieden,0,unzufrieden,"Schwestern , Assistenzarzt in der Notaufnahme","Das Zimmer ,das Bett , keine Hilfe bei Schmerzen !","Impingementsyndrom , Kalkschulter, Arthrose",ja,"Mit stärksten Schmerzen in die Notaufnahme.da lief alles zügig.Indikation zur Schulter-OP war gestellt,nächsten Tag sollte es losgehen.Doch dann ging es los .... Ich bin zusätzlich privat versichert,damit ich nicht in Mehrbettzimmer liegen muss.Es müsste also erst ein 2 bettzimmer organisiert werden.Im Zimmer angekommen,fühlte ich mich in die 70 iger Jahre zurückversetzt.sowas hab ich noch nicht gesehen zuvor.das Zimmer war nikotingelb,eine Kommode im Zimmer von meiner Oma, einen Fernseher in gigantischer Größe ( bestimmt 20 Jahre alt) an der Wand.die Betten uralt und für jemanden mit Schulterschmerzen nicht verstellbar.Fussteil ging nicht hoch,demnach rutschte ich im Schlaf immer wieder in die Mitte des Bettes.in der Mitte des Raumes verlief ein duschvorhang ,als sichtschutz.gegen die Schmerzen erhielt ich paracetamol , stärkeres wird bei schulterschmerzen nicht gegeben ( lt Chefarzt,vom Hausarzt erhielt ich zumindest tramal,was wenigstens etwas half. somit war in dieser klinik auch nicht an Schlaf zu denken...",bettchen,berichtet als Patient,Jahr der Behandlung: 2015,Daumen runter
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Wirklich gutes Krankenhaus,19.06.2010,Frauen,4,zufrieden,2,weniger zufrieden (Informationsfluss der Ärzte),6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,alle sehr nett und hilfsbereit,Informationsfluss der Ärzte,nein,,Ich war auf Station 1.,Ananas,berichtet als Patient,Jahr der Behandlung: 2010,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Sehr gute Betreuung und Beratung,13.08.2015,Gastrologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Behandlung durch den Chefarzt sowie die Betreuung des Personals,,Magen-Darminfektion mit hohem Fieber,ja,Besonders hervorheben möchte ich die Freundlichkeit und Hilfsbereitschaft des Personals. Das gilt sowohl für die Ambulanz als auch für die Station C 3.,August2015,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,"Gute Betreuung, aber Schwächen in der Organisation",22.01.2018,Kardiologie,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,2,weniger zufrieden,4,zufrieden,"Ärztliche Betreuung, Pflegepersonal","Organisation im Krankenhaus, Kommunikation zw. den Abteilungen",,,"Ich war im Januar 2018 Patientin auf der Station 1, Kardiologie",Elka2018,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
Krankenhaus Ludmillenstift,,41 Bewertungen,Empfehlenswert,01.03.2016,Neurochirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Erstklassige Ärzte/Pflegepersonal,Kleine Vierbettzimmer,"Bandscheibenvorfälle, Gleitwirbel",nein,Meine Frau wurde hier am Rücken operiert. Ich danke den Ärzten und dem Pflegepersonal ganz herzlich. Meine Frau ist schmerzfrei. Tolle Klinik.,Batmanangry,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2015,Daumen hoch
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,sehr liebe leute,04.01.2010,Entbindung,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,Kein Info,Kein Info,"super athmosphäre, liebes personal, super stillberatung",stillenden müttern wird kohlsuppe aufgetischt...,nein,ja,sehr freundlich und verständnisvoll gewesen... nur amüsanterweise wusste meine ärztinim kreissaal überhaupt nicht bescheid und musste immer die hebamme fragen XD,sarah2188,berichtet als Patient,Jahr der Behandlung: 2007,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Super Arbeit,13.08.2015,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"
",,Arthroskopie linkes Sultergelenk mit arthroskopischer subakromialer Dekompression,nein,"Ich wurde am 30.07.2015 an der linken Schulter operiert. Alle sind erstaunt, wie gut ich schon wieder meinen Arm bewegen kann. Super Arbeit - Danke",ANBALA,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Wichtige Untersuchungen werden nicht gemacht,04.11.2017,Kinderchirurgie,0,unzufrieden,0,unzufrieden (Keine Beratung Erfolgt),0,unzufrieden (Wichtige Untersuchungen wurden vergessen),0,unzufrieden (Kein richtiger Ablauf),0,unzufrieden,Nichts,"Informationen werden nicht an Angehörige weitergegeben,  Schwestern sehr unfreundlich, wichtige Untersuchungen werden vergessen.",,nein,"Keine Gute Klinik! Ich habe schon viel negatives von diesem Krankenhaus gehört und bin nie drauf eingegangen nun habe ich mein eigenen Eindruck gemacht.  Informationen werden nicht ordnungsgemäß weiter gegeben, keiner weiß was der andere tut. Wichtige Untersuchungen werden ein Tag später gemacht weil an Feiertagen Ärzte dort kein Dienst haben (Aussage einer Schwester)was ich aber wichtig finde wenn man im Notfall eingeliefert wird. Nachdem wir aus diesem grund das Krankenhaus verlassen wollen, hat man versucht ""Schnell"" Untersuchungen zu machen damit was im Ärztebrief steht. Nach 4stunden warten (der Brief immer noch nicht fertig) versucht die Kinderärztin die Mutter den fehler einzureden. Die Patienten oder deren Angehörigen haben sich um Untersuchungen selber zu kümmern bzw zu veranlassen, dies war die Aussage von der Kinderärztin. Diese Ärzte vergessen wichtige Untersuchungen und wenn man diesem Fehler anspricht weichen sie aus bzw. man bekommt keine Antwort ausser ""Sie müßen diese Untersuchung selber veranlassen"" wobei ich sofort das Krankenhaus verlassen habe! Ich bin fassungslos und Rate JEDEN von diesen Krankenhaus ab! Schlechter gehts nicht! Sehr unfreundliches Personal. Diese Ärzte sind nicht kompetent und gehören nicht im Krankenhaus. Der Schlechte Ruf kommt nicht von ungefähr. Aus diesen Grund haben wir andere Ärzte aufgesucht.",NaScha,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 17,Daumen runter
Krankenhaus Ludmillenstift,,41 Bewertungen,Empfehlenswert,07.11.2015,Neurochirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Spezialisten,,Rückenoperation,nein,"Sehr gute und engagierte Ärzte. Tolles und sehr freundliches Pflegepersonal, trotz der ganzen harten Arbeit.",wietjes,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2015,Daumen hoch
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Es geht auch noch anders.....,11.12.2009,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"
",,nein,,"Nach einem Unfall wurde meine Frau mit Oberschenkelhalsbruch in das Krankenhaus eingeliefert.Vom Eintreffen an hatte man das Gefühl von Wärme und Menschlichkeit, von Freundlichkeit -einfach von dem Gefühl in guten Händen zu sein-.Sicher stehen auch hier alle Mitarbeiter - hier besonders erwähnt die Station 5-, einschl. des ""Chef´s"" unter dem gleichen Druck wie in anderen Häusern - man läßt es den Patienten (und Angehörigen) zu keiner Zeit spüren. So wird auch die anstehende nächste OP wieder hier durchgeführt, ungeachtet der weiteren Anfahrt und der Nähe großer Krankenhäuser am Heimatort.",dempi,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Uneingeschränkt empfehlenswert,19.07.2015,Lungenheilkunde,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,"Fachliche Kompetenz, aufmerksames Personal, gute Betreuung",Ein (gern auch kostenpflichtiges) WLAN hat mir gefehlt.,Lungenentzündung,,"Dies war mein erster, längerer stationärer Aufenthalt in einer Klinik.",g-el,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,"Kein Terminmanagement, Chaos und Dreck",25.10.2017,Unfallchirurgie,0,unzufrieden,2,weniger zufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,"Die wenigen deutschen Ärzte tun, was sie können",,Unfallverletzung,ja,Kathastrophale Zustände. ,Tommi72,berichtet als Patient,Jahr der Behandlung: 2017,Daumen runter
Krankenhaus Ludmillenstift,,41 Bewertungen,"Guter start , aber...",16.10.2015,Neurochirurgie,2,weniger zufrieden,2,weniger zufrieden,0,unzufrieden,0,unzufrieden,4,zufrieden,"Krankenschwestern sehr lieb und hilfsbereit , man wird nicht so früh wie früher geweckt",Entweder zu kurze arbeitszeit am mrt (2 Schicht oder we dienst wäre eine Lösung),Krampfanfall,nein,"Am 12.10.15 wurde ich nach einem Krampfanfall mit Ohnmacht eingeliefert. Ct wurde direkt gemacht. Eeg einen Tag später.da gab es auffälligkeiten, aber statt dafür zu sorgen das schnell mrt gemacht wird , wurde mir gesagt ich müsse mindestens eine Woche warten. Auf meine Frage hin , ob ich solange nicht nach hause könne , hieß es nur nein , das geht nicht. Gehe jetzt auf eigene Gefahr und mache so einen Termin zum mrt.",Juleo2,berichtet als Patient,Jahr der Behandlung: 2015,Kein Info
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Super KH.,08.12.2009,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,Schwester und Pflegepersonal Note 1,,nein,,"So ein nettes, zuvorkommendes, aufmerksames, hilfsbereites Pflegepersonal von der Station 5 auf welcher ich lag, habe ich noch nie erlebt. Man kann es kaum in Worte beschreiben.",schutzi,berichtet als Patient,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Adipositas OP alles Gut,01.07.2015,Thoraxchirurgie + Herz,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden (Internet zugriff an die C Station funktioniert nichts.),Sehr gute Nachsorge konzept,Nichts,Adipositas Magenschlauch,ja,"Ich bin sehr zufrieden, alle leute war sehr nett und freundlich und hilfsbereit.",Castellanos,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,König,11.10.2017,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Weiter so ihr macht das ausgezeichnet.,,,,Sehr freundliche Ärzte und Flege Kräfte. Immer stets bemüht  zu helfen.Die stadionen Super sauber immer hilfsbereit. Es fehlt an nichts.,Bauer123,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2017,Daumen hoch
Krankenhaus Ludmillenstift,,41 Bewertungen,Keine Organisation,24.06.2015,Hals-Nasen-Ohren,0,unzufrieden,4,zufrieden,6,sehr zufrieden,0,unzufrieden,0,unzufrieden,Entlassung zügig und problemlos,Organisation vor der OP,,nein,"Wir waren heute mit unserer 4 jährigen Tochter zur Polypenentfernung hier. Wir sollten uns morgens um sieben auf der Kinderstation melden...von dort wurden wir aber, wegen Überfüllung auf die HNO Station geschickt. Da diese auch voll belegt war, bekam unsere Tochter ein Bett, welches einfach in die Ecke eines Zweibettzimmers mit zwei Erwachsenen Patienten gestellt wurde,  mit der Begründung...dass wir ja eh mittags wieder nach Hause gehen würden, dann ist das ja nicht so schlimm. ",123452,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2015,Daumen runter
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,note 6,23.11.2009,Innere,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,Kein Info,Kein Info,nichtssss,allllllllless,nein,,"also ich muss wirklich sagen ich mag das krankenhaus überhaupt nicht! eines abends bin ich mit meinem vater, der starke kopfschmerzen und dazu auch noch kribbeln im arm hatte (v.a. schlaganfall), ins osterholzer krankenhaus gegangen. wir saßen, ohne es zu übertreiben, 3 stunden in so einem komischen raum. naja nach 3 std. kam endlich mal ein arzt und eine pflegerin war in diesen 3 std. ca. 2 mal da. das heftigste und erschreckendste war ja in der zeit als wir gewartet haben, ist ein arzt noch schön im aufenthaltsraum essen gegangen in der zeit könnte mein vater auch einen anfall bekommen, schließlich haben wir der pflegerin erzählt das er die schmerzen und das kribbeln schon seit stunden hat.",überlebender,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Adipositas,23.06.2015,Gastrologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"
",,Adipositas,nein,Von der ersten Minute gut betreut und sehr freundlich empfangen. Auf sämtliche Fragen eine freundliche Antwort bekommen. Fühlte mich von Anfang an sehr aufgehoben.,Mulle2,berichtet als Patient,Jahr der Behandlung: 2014,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Sehr gutes Krankenhaus mit kompetentem Ärzte- und Pfegeteam,02.10.2017,Frauen,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"Gute Ärzte, freundliches und hilfsbereites Pflegepersonal","Verwinckelter Bau, man findet sich schwer zurecht",Gebärmutterentfernung,ja,"Die Klinik macht auf den ersten Blick einen verwinckelten Eindruck. Es ist aber alles auf dem neusten Stand und Ärzte, Ärztinnen und das Pflegeteam sind kompetent, freundlich und fast jederzeit ansprechbar.",Johanna112,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,Sehr kompetente Ärzte,15.11.2014,Neurochirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"Ärzte, Pflegepersonal, Physiotherapeuten,Essen",Zimmer,Bandscheibenprothese LWS,nein, ,Aolli,berichtet als Patient,Jahr der Behandlung: 2014,Daumen hoch
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,macht so weiter,04.07.2009,Entbindung,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,alle sind sehr freundlich,,nein,ja,"ich habe im osterholzer kreiskrankenhaus im jahr 2004 meine erste tochter zu welt gebracht und im jahr 2008 meine zwillinge das essen der service die ärzte , schwestern und hebammen war alles toll ich würde jeder zeit und immer wieder gerne da hin gehen wir danken euch allen sehr für die unterstützung die beratungen vorallem bei den zwillingen und dem service",labine,berichtet als Patient,Jahr der Behandlung: 04und08,Kein Info
