K_ID,Name_der_Klinik,Sternbewertung,Datum_der_Bewertung,Likes,Textuelle_Bewertung,Unnamed: 6,sentiment,sentimentBewertung
15,Helios Klinikum Hildesheim, 5 Sterne ,vor einem Jahr,0,"Ich war mit allem sehr zufrieden! Von Planung über Ankommen, Aufenthalt und Entlassung.",,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 1 Stern ,vor einem Jahr,4,Akutes Pfeiffer-Drüsenfieber (EBV) als Mandelentzündung fehlinterpretiert. Sinnlosen Schnitt im Rachen durchgeführt und mit einem kontraindizierten Antibiotikum behandelt. Eine E-Mail an QM/Beschwerdemanagement im Nachgang blieb unbeantwortet. NoGo!,,"Sentiment(polarity=-0.25, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 2 Sterne ,vor 2 Jahren,5,In den letzten 2 Jahren hat die Qualität schwer nachgelassen.  Ich war diesmal sehr enttäuscht sowohl über die Pflege als auch über das schreckliche Essen. Ich vermute das Helios das Geldverdienen weit im Vordergrund hat und darüber das Personal und die Patienten vergisst.  Schade,,"Sentiment(polarity=-0.675, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 2 Sterne ,vor einem Jahr,4,"Leider mehr Geld als Menschlichkeit. Klar ist es ""normal"" heutzutage das geklärt werden muss wo etwas abgerechnet wird. Aber warum muss das ganze auf den Schultern von ""kranken"" Menschen ausgetragen werden?
Man hat einen Termin und eine Überweisung vom Hausarzt und wird einfach nach Hause geschickt weil nicht klar ist wer das ganze abrechnet oder bezahlt. Die Mitarbeiter dort können einem in dem Sinne leid tun, dass sie nach  Nasen tanzen müssen die nichts als Geld im Kopf haben. Over and out",,"Sentiment(polarity=-0.01666666666666668, subjectivity=0.16666666666666666)",Negativ
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 4 Jahren,2,Ich war mit meinem 17 Jahre alten Sohn in der Hand Chirurgie . Die Mitarbeiter und die Ärztin waren super nett und auch sehr bemüht uns alles gut zu erklären. Ich und meine Familie fühlten uns dort super gut behandelt.,,"Sentiment(polarity=0.4444444444444444, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 4 Jahren,2,"Heute mit 3jährigem Kind dort gewesen...
Eintreffen 10:10
Problem Parkplatz!! deshalb zum Glück mit Mutter da...
Notaufnahme freundlich hilfsbereit...
Weitergeleitet zur Kindernotaufnahme 10:15
Behandlung durch Arzt Kindernotaufnahme 10:20
Arzt kompetent freundlich gewissenhaft
Danke sehr!",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 4 Sterne ,vor 2 Jahren,0,"Sehr nettes OP-Team, Essen furchtbar ( fällt aber nicht ins Gewicht, weil es Sonderkost war), Sauberkeit okay.
Nette Pfleger und Pflegerinnen.
Sollte ich jemals wieder in ein Krankenhaus müssen, wäre dieses völlig in Ordnung.",,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 4 Jahren,1,Waren heute wegen unseres Sohnes (5 Jahre) in der Notaufnahme. Wurden nach kurzem warten gleich aufgenommen. Auf der Kinderstation waren die Ärztin wie die Schwestern sehr nett. Uns wurde sehr gut geholfen. Ist nur weiter zu empfehlen!!!!!,,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor einem Jahr,0,"Danke an die Kollegen von der Notaufnahme des HELIOS-Klinikum!
Tolle, schnelle, freundliche und kompetente Versorgung! :)",,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,3,"Unfreundliche Vorzimmerdamen, Schnarchnasen, kein Mitdenken!
Nicht wieder, habe jetzt als Privatpatient selber ein MRT veranlasst!",,"Sentiment(polarity=-0.5, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 4 Sterne ,vor 2 Jahren,0,"Und es gibt sie doch !!
Diese große,  moderne Klinik lebt mit den Stationsschwestern, die entgegen vielen Presseveröffentlichungen noch das Herz am rechten Fleck haben. In der Station A 1 steht das Patientenwohl im Vordergrund und nicht das € - Zeichen.
Verbesseringsbedarf besteht nur im Bereich Kommunikation , hier hatte ich den Eindruck,  dass die betreffenden Leute etwas verantwortungsvoller handeln sollten !!!
Alexander Roberg",,"Sentiment(polarity=0.0, subjectivity=0.2)",Neutral
15,Helios Klinikum Hildesheim, 1 Stern ,vor einem Jahr,2,"Gastroenterelogie:
Leider nix für den Kassenpatient .
Dort einen Termin zu machen, ist aussichtslos.
Entweder privat versichern, oder jemanden suchen, der mit Hippokrates etwas anfangen kann.",,"Sentiment(polarity=0.10000000000000002, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,3,"Geburtenhilfe

Wir haben den großen Fehler begangen und uns für diese Entbindungsstation entschieden.
Grundsätzlich haben wir recht gute Erfahrungen mit dem Klinikum Hildesheim machen dürfen, von dieser Station wurden wir allerdings komplett enttäuscht. Die Hebammen/Schwestern sind teilweise  überfordert bis inkompetent und eine Zumutung für werdende Eltern bzw ihren Nachwuchs.
Wir hatten uns den Start in den neuen Lebensabschnitt wesentlich schöner vorgestellt und können nur dringend davon abraten, sich für diese Entbindungsstation zu entscheiden.
Für ein solch wichtiges Ereignis, sollte man sich eine kompetentere, liebevollere Alternative suchen.",,"Sentiment(polarity=0.11000000000000001, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor einem Jahr,6,6 Stunden Wartezeit in der Notaufnahme mit Kopfverletzung nach Verkehrsunfall. Absolut indiskutabel.,,"Sentiment(polarity=0.35, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 4 Sterne ,vor 3 Jahren,2,"Habe gute Erfahrungen auf der Dermatologischen Abteilung gemacht. Assistenzärzte sehr nett und Chefarzt bzw Professor ein ganz sympathischer Mensch.
Die Behandlung war Termingenau, kaum Wartezeit.
Parkplatzangebot manchmal zu Stosszeiten etwas knapp aber es klappt meistens, das man irgendwo ein Plätzchen findet.
Die Atmosphäre, wenn man Eingangsbereich und auf den Stationen ist sind angenehm.
Der Empfang bzw. der Infoschalter ist sehr nett besetzt und immer freundlich und hilfsbereit.",,"Sentiment(polarity=0.6666666666666666, subjectivity=0.16666666666666666)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 5 Jahren,0,"Wir waren mit unserem Sohn (6 Jahre alt) dort. Das Team auf der Kinderstation, die Ärzte und das Narkoseteam waren allesamt sehr freundlich und kompetent. Ich würde diese Klinik weiterempfehlen.",,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,2,"Augenzentrum 9:10 hat mann einen Termin, um 8:30 ist Mann da zieht eine wartemarke für die Anmeldung um bis kurz nach 10 zu warten um zur anmeldung zu kommen. Wofür vergeben die überhaupt Termine?
Mega unfreundliche Mitarbeiter Ärzte sind kompetent.",,"Sentiment(polarity=-0.11666666666666665, subjectivity=0.13333333333333333)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,7,"Uns fehlen die Worte für die Notaufnahme! Unfreundlich!! Schrecklich!!!
Man kommt Nachts mit starken Schmerzen. Es ist nichts los. Der Arzt und die Schwestern sind sehr unfreundlich. Nach einem kurzen Gespräch hat der Arzt uns im Untersuchungszimmer 5 std. Alleine zurück gelassen da der zuständige Arzt für mein Krankheitsbild noch nicht im Dienst ist. Wir könnten nach Hause gehen und zum Hausarzt am Morgen waren die Aussagen mit einem Lächeln im Gesicht. Nach 7 std. Hat man Thrombose festgestellt. Es ist einfach unfassbar.",,"Sentiment(polarity=-0.10833333333333334, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,4,"Notaufnahme katastrophal - 3 Leute da und 3,5 h gewartet mit einem 10jährigen. Unfassbar! Nächstes mal rufe ich einfach einen Rettungswagen - mir egal!🤬",,"Sentiment(polarity=-0.10000000000000002, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 3 Jahren,1,"Mit 2fachen Herzinfarkt eingeliefert, Ärzte und Pfleger nett und kompetent. Zimmer und Station sehr sauber und das Essen war auch noch gut",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 2 Jahren,2,"Die Kinderstation ganz toll, tolle Kinderärzte, nettes Personal, sehr empfehlenswert",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 4 Sterne ,vor 2 Jahren,0,Keine zukerfreie Diet mőglich. Sonnst - ist alles super!,,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 5 Sterne ,vor einem Jahr,2,"Gestern abend gegen 23:30 im Kreißsaal gewesen, weil sich keine Kindsbewegungen bemerkbar gemacht haben. Sofort dran genommen, herzensgut behandelt worden und einem gleich die Angst und Sorge genommen. Tolles Team im Kreißsaal. Großes Dankeschön nochmal !!

Fortsetzung... am 12.10.19 heute entlassen worden. Ich musste 10 Tage bleiben & was soll ich sagen ? Ich bin sooo dankbar, an das super Team vom Kreißsaal vor allem an die Schwestern besonders Margot und einige Hebammen. Super Ärzte, bis auf die, die nicht so gut deutsch können ( sehr unsympatisch).. Ich habe mich wie im ""Urlaub"" gefühlt. Danke Danke Danke & aufjedenfall weiter so !!!",,"Sentiment(polarity=0.2, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,8,"also wenn jemand denkt das das helios nur „wegen der unfreundlichkeit“ schlecht ist...!

meine mutter kam vor zwei jahren mit „verdacht auf magen darm“ in die notaufnahme! ok, meine schwester dachte das, da meine mutter sich durchgehend übergab und kopfschmerzen hatte! jetzt für die „nicht laien“ der blutdruck war auf 198!!!
so sie lag dort 1 std. und 15 min.!!! dann kam ich und die ärztin holte mich zu ihr, mit den worten...“redet ihre mutter nur mit wem sie mag“.... ich sah sie liegen und erschrak! augen verdreht, sättigung auf 83 und blutdruck 198!!
ich fragte die ärztin ob sie nicht sehe, dass meine mutter die augen verdeht hat...und ob sie irgendwas schon gemacht hat???!! da wurde sie blaß und schob sie raus...ok mache ein CT ! fünf minuten später kam sie ins zimmer zurück, war kreidebleich und meinte zu mir...“ihre mutter hat schweres hirnbluten und die chance das sie überlebt liegt bei 5% !!!
der ganze kopf war voll blut!!! jetzt überlegt mal wiiiiieeee lange es blutete ohne das etwas gemacht wurde!!!
jeder arzt hätte anhand des blutdruckes und der sättigung merken müssen das etwas mit dem kopf ist!!
ende vom lied....gottseidank hat die neurochirurgin top arbeit geleistet, meine mutter lebt! aber dann haben wir erst in der reha erfahren das sie den schlimmsten krankenhauskeim hat! aus dem helios!!! „acinetobactor baumanii“!!
das hatte uns das helios einfach „verschwiegen“!!!!
jetzt ist meine mutter eine intensivpatientin! lebt bei uns zuhaus und wird aber von einem top 24 std. intensivpflegedienst betreut! sie ist zwar ein pflegefall mit beatmungsmaschine...aber sie ist bei uns 🤗",,"Sentiment(polarity=0.11739130434782609, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 2 Jahren,1,"Nasennebenhölen OP gehabt. Es ist wirklich alles prima gelaufen. Die OP, der stationäre Aufenthalt, das Essen ist halt nicht wie zuhause aber wirklich in Ordnung. Ich habe auf Station A3 gelegen und kann nur sagen das die Schwestern dort ganze Arbeit leisten.",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor einem Jahr,2,"Gut, aber sehr groß",,"Sentiment(polarity=0.85, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Wochen,0,"Ungeklärte Bauchschmerzen.
Sie haben auch Untersuchungen gemacht die vorher kein anderer machte.

Die Kommunikation zwischen Ärzten u. Pflegepersonal muss dringend optimiert werden zum Vorteil des Patienten!!!!",,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 4 Jahren,1,"Ich bin absolut begeistert von diesem Krankenhaus. Sauber, bequem, viel Komfort, freundlich, kostenlos fernsehen, Telefon und Internet, eigenes Bad auf dem Zimmer. Super!",,"Sentiment(polarity=0.7833333333333333, subjectivity=0.16666666666666666)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor einem Jahr,0,Alles ist hier schön,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 2 Jahren,1,Einfach nur klasse sehr freundliches Personal. Würde immer wieder in dieses KH gehen. Weiter so!!,,"Sentiment(polarity=0.2125, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 2 Jahren,2,Auf der L Station ein super freundliches Personal!!,,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,6,12:10 Notaufnahme Anmeldung.   Sehr unfreundlich Mitarbeiterin . Hab mich kaum reden lassen und direkt zur BK geschickt...,,"Sentiment(polarity=-0.21666666666666667, subjectivity=0.16666666666666666)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,3,"Notaufnahme ist eine Katastrophe. Niemand da und 3 Stunden warten für nichts. Nein, danke.",,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,11,"Habe einen ähnlichen Bericht schon bei Jameda geschrieben. Am19.2.18 kam ich mit einer Notfall-Einweisung in die Not Aufnahme der Helios Klinik Hildesheim. Ich bin dort als Kardiologischer Hoch risiko Patient bekannt. Hab dort meinen 2 Defi bekomme und 2006 eine Stent nach Re-Infarkt. Mache dort auch meine regelmässigen Defi Abfragen. Hervorheben muss ich das tolle Kardio Team um Prof. Dr. Tebbenjonanns, Dr.von Werder und Dr. Dedroogh. Aber jetzt zur besagten Notaufnahme. 2 sehr unfreundliche und deinterresierte ""Damen"" am Empfang sagten völlig lässig, das könne jetzt mehrer Stunden dauern, wohlgemerkt, ich hatte den Verdacht auf Angina Pectoris. Ich Saß dann tatsächlich 4!!! Stunden in der Wartezone, wo die überwiegende Mehrzahl anderer ""Notfälle""  mit ihrm Smartphone spielte.etwas gelangweilt zum Rauchen vor die Tür ging u.s.w. Nach diesen langen Stunden wurde ich dann zur""Behandlung""  aufgerufen. Eine der unfreundlichsten Schwestern, die ich jemals getroffen habe,ich war in mehreren Kliniken und Uni Klinken,  rammte mir mit Schmackes eine Braunüle in den Arm, dort saß ich nochmals 1Stunde auf dem Flur.Schrecklich, wie unmenschlich es dort zugeht, neben mir Saß eine Ältere Dame im Rollstuhl und bat darum, auf die Toillete gebracht zu werden. Diese besagte Schweste sagte allen Ernstes"" keine Zeit machen Sie doch einfach in die Hose"".Nun dann ging es mit mir in einen Behandlungs Raum,endlich wurde Blut abgenommen zur bestimmun der Herz Enzyme(nach 5 Stunden), oberkörper freimachen wg Ekg, dort lag ich dann mit nacktem oberkörper noch einmal fast 1 Stunde in einem völlig unter kühlte Raum. Nach einer  gefühlten Ewigkeit kam dan ein sehr junger (Assistenzart?)  und meinte die Blutproben zeigen keine Auffällikeiten, und das mein EKD eben Typisch seien für Menschen mit meinem Krankheits Bild. Anstatt Erleichtert zu sein bin ich völlg Wutentbrannt mit meinen Sachen auf dem schnellste weg zum Nächsten Freien Taxi gegangen.Fazit, wer Lust hat, unter der obhut einer Klinik zu sterben, sollte die Notaufnahme des Helios Klinikums Hildesheim aufsuchen. Ich nicht mehr. Leider ist das BK in Hildesheim nicht besser.",,,
15,Helios Klinikum Hildesheim, 4 Sterne ,vor einem Jahr,2,Ich war zufrieden und würde wieder in das Krankenhaus gehen!,,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 5 Jahren,0,"Bin mit meinem Sohn hier.5Monate jung wegen Untergewicht. Also muss sagen alle sehr sehr freundlich, nett, beraten einem gut, nehmen sich zeit für einen alles supi",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,4,Müsste staatlich enteignet werden. Sowas  dürfte nicht am Markt sein.,,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,5,"Die verdienen nicht mal einen Stern. Ich habe meine Mutter ins Krankenhaus in die Notfall Aufnahme gebracht weil sie höllische Schmerzen hat, und weil die Schmerzen im Rückenbereich liegen, sollten wir zum neurochirurgen vor Ort der da seine Praxis hat. Müssten aber 2 Stunden warten bis der öffnet um 9 Uhr früh.sind dann nachhause  Dann haben wir angerufen mit der Bitte das wir kommen dürfen. Uns wurde Termin um 14 Uhr gegeben. Arzthelferin hatte einen Fehler gemacht und nicht mitbekommen das der neurochirurg der für die Notfälle zuständig ist, gar nicht anwesend ist. Also wurde uns vor Ort der Termin wieder abgesagt.  Jetzt warten wir bis der neurochirurg Praxis schließt damit wir wieder in die Notfall Aufnahme gehen. Überlegt euch 2 mal ob ihr dahin geht. Im Bernward hat meine Familie bisher bessere Erfahrung gemacht als hier im helios. Sieht nur besser aus. Außen hui innen pfui auf deutsch gesagt",,"Sentiment(polarity=0.0, subjectivity=0.07272727272727274)",Neutral
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,6,"Leider musste ich Notfallmässig ins KH. Meine Frau hätt mich dort ins Helios Klinikum hingefahren, da ich kaum vor Schmerzen laufen konnte.

Meine Frau ist zur Notaufnahme gegangen und versehentlich im Falschen Eingang gelaufen - dort wo die Patienten mit dem RTW transportiert werden.

Meine Frau wollte nur nach ein Rollstuhl fragen und da gabst erst mal mit eine Agessive und unhöfliche Ton, was ihr so einviel hier rein zukommen, ""es ist Durchgang verboten, können Sie nicht lesen oder was?

Meine Frau hat sich entschuldigt für die Missverständnis und hat nach ein Rollstuhl angefragt.

Drauf die Antwort, Entschuldigung bringt hier auch nichts verlassen Sie den Bereich.

Meine Frau noch mal angefragt nach ein Rollstuhl und die nette Schwester darauf hin, wir sind keine Wohlfahrt, alle Rohlstühle sind belegt !!!

Sorry aber so was Asoziales habe ich noch nie erlebt.

Nichtsdestotrotz, haben wir uns angemeldet mit eine Wartezeit von 4,5 Stunden im Wartebereich und Behandlungsraum.

Der Assistänsarzt ist auch nach meiner Information leicht überfordert.

Nach seine Einschätzung und Diagnose wurde mir ohne CT und MRT mitgeteilt dass ich ein Hexenschusshabe und wieso ich mir erlaube mit ein Hexenschuss ins KH komme.

Medikamente wurden nicht verabreicht!

Wollte es nicht länger dort aushalten und habe meine Frau gesagt komm lass uns gehen und zur BK fahren.

Mit kurze Warte Zeit mit Rollstuhl und Schmerz Medikamente wurde ich dort adäquat behandelt und freundlich behandelt.

Nach CT wurde mir mitgeteilt das ich zwei Wirbel gebrochen habe und definitiv kein Hexenschuss habe. Nach 6 Tage Aufenthalt im BK mit OP wurde ich freundlich entlassen worden.

Im diesen sinne, vielen Dank Helios, es ist nur noch asozial wie Sie mit Patienten umgehen und falsche Diagnose mitteilen.

Eindeutig falsch am Platz.

Nie wieder Helios !!!",,"Sentiment(polarity=0.06916666666666667, subjectivity=0.06666666666666667)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,3,"Das Personal ist überfordert, weil zu knapp. Pflegebedürftige Patienten werden massiv unterversorgt. Meine Eltern wären dort gestorben...verhungert und verdurstet...; wenn ich und andere Angehörige nicht selbst 5 Std. täglich  die Grundversorgung inklusive Medigabe abgesichert hätten. So ist das eben, wenn das Gesundheitssystem in den Händen von Aktionären ist.  Da zählt nicht der Mensch!  Da zählt nur der Gewinn...also Personal sparen...traurig ist das!!",,"Sentiment(polarity=-0.3375, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,6,"Eigentlich noch nicht mal 1 stern wert... notfallmäßig mit rtw eingeliefert nachdem ich dann 4 std in der notaufnahme liegen musste mit schmerzen kam ich auf eine station. Ich wurde nochmal nach schmerzen gefragt und man wollte mir eine tablette bringen... nach 1 std habe ich nochmal nach gefragt und habe zu hören bekommen wortwörtlich: Nö bringt doch eh nichts sie kotzen alles wieder aus....
Ja das stimmt aber man hätte mir auch flüssige schmerzmittel geben können....?! Bin daraufhin in mein zimmer hab meine sachen geholt und bin einfach heimlich abgehauen...
Die behandeln einen nicht menschlich... die notaufnahme is zudem auch unfreundlich und lästert über die patienten....",,"Sentiment(polarity=-0.825, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 3 Jahren,1,HNO super bin seit jahren schon da und immer freundlich und nette werden da auch bleiben habe einen an Fahrt mit dem Auto von 1 Stunden,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 4 Sterne ,vor 3 Jahren,1,"Kardiologie 3 Tage. B0. Stations Arzt sehr gut.
Schwestern und Pfleger  gut. Untersuchungen sehr gut. Essen sehr gut. Sauberkeit ausreichend, Bodenreinigungsmittel sehr unangenehmer Geruch. Würde jederzeit wieder dieses Krankenhaus in Anspruch nehmen.",,,
15,Helios Klinikum Hildesheim, 4 Sterne ,vor 2 Jahren,0,ich war immer zufrieden ausser mit den wartezeiten.die waren oft etwas zu lang.,,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,11,"Ein sehr schlechtes Krankenhaus. Bin Urlauber und müsste leider wegen ein Unfall ins Krankenhaus. Wollten mich fast nicht behandeln, da ich meine Versicherungskarte nicht dabei hatte und drauf hingewiesen habe, das meine Karte im Hotel liegt - lange diskution. Wartezeit, stolze 6 Stunden wegen ein Notfall. Ärzte sind in meine Augen überfordert - die Krankenschwestern sind arrogant und patzig. Beschwerde wurde eingereicht und Anwalt wurde eingeschaltet. Bin dann mit ein Taxi im nächst gelegenen Krankenhaus gefahren. Dort war alles Top.",,"Sentiment(polarity=-0.10625000000000001, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 2 Jahren,3,"Eigentlich ist dieser Punkt wohlwollend. Mein Schwiegervater mit Oberschenkelhalsbruch ins Klinikum. ärtzliche Versorgung war echt gut. Allerdings verschlechterte sich sein Zustand zusehends und es kam eine andere Diagnose hinzu, die nicht toll ar für einen fast 90jährigen. Der Medizinische Dienst des Klinikums hat sich um von allein um nichts gekümmert. Er hat es nicht einmal geschafft, einen Rollator zu besorgen. Erst nach eindringlicher Diskussion, wurde eine Kurzzeitpflege organisiert. Allerdings wollte man uns vorher den alten Mann nach Hause bringen und meinte bis wir ein Bett besorgt hätten (Stufen zum Schlafzimmer nicht schaffbar) könne er doch auf dem Sofa schlafen. Es wurde weder ein Pflegegrad angeschoben, noch meiner 83 jährigen Schwiegermutter sonstige Hilf angeboten, geschweige denn erläutert, was ihr zustehen könnte und was nicht. Also ganz ehrlich, das ist menschenverachtend und so einfach nicht hinzunehmen. Dafür sind die verdammt nochmal da. Alte Leute werden im regen stehen gelassen, friss oder stirb! Es hat nicht jeder Kinder die da helfen können.",,"Sentiment(polarity=0.17948717948717946, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,7,"Ärzte in der Schmerzklinik ab 14 Uhr nicht mehr anwesend. Unfreundliche Ärzte, die Schwestern gaben ihr bestes und waren freundlich, will man die schmerzen loswerden, sollte man sich NICHT von Dr. Stößel behandeln lassen..eine befürwortung der THC Therapie wurde verstprochen, hinterher wurde man als Drogensüchtige und faul dargestellt die sich ständig beschwert. Die wichtige Neurologin kam erst am LETZTEN (!!!!) Tag für 10 Minuten und hatte es sehr eilig.
Wer seine Schmerzen behandelt haben will, sollte sich eine andere Klinik suchen",,"Sentiment(polarity=0.039999999999999994, subjectivity=0.2)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,3,"Die Dermatologie ist eine FRECHHEIT!
Die Wartezeit für einen Termin beträgt mindestens 6 Monate.
Die ""Behandlung"" hat nicht mal 5 Minuten gedauert.
Der Arzt hat seine 08/15 Fragen wie ein Angestellter bei McDrive runtergebetet und ist dann ohne eine konkrete Aussage weggegangen.
Das Rezept wurde dann von einer Schwester kommentarlos übergeben.
Ein Hinweis zur Einnahme der Medikation erfolgte nicht.
Ein weitere Termin wurde nicht vergeben.

Alles in einem: Setzen 6!",,"Sentiment(polarity=-0.04375, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 5 Sterne ,vor 4 Jahren,0,"Sehr tolle Kinderstation.Auch der Zustand und Sauberkeit ist einfach Top.Der Eingangsbereich ist sehr Modern gehalten und das Parken ist dort sehr günstig Max 4€ am Tag.Ein großes Lob auch an die Cafeteria,ein tolles Angebot und auch sehr sauber und Modern gehalten.Im großen und ganzen ein sehr schönes Krankenhaus.",,"Sentiment(polarity=0.85, subjectivity=0.0)",Positiv
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,6,"Auf Empfehlung im Bekanntenkreis gestern in die Notaufnahme gefahren. Durch Vorgeschichte mit Schäden an den peripheren Nerven, akute motorische Ausfälle in Beinen und Arm. Verdacht auf Rückenmark Entzündung. Hinweis auf möglichen erneuten Befall von Herpes Viren. Schmerzen, und starke Einschränkung beim Laufen. Über eine Stunde warten im Wartebereich. Kurzes Gespräch mit dem Notfallarzt. Schulterzuckend den Raum verlassen, er kommt gleich wieder. Nach weiteren 1,5 Stunden wurde mein Partner des Raumes verwiesen. Zugang gelegt für den Falle einer stationären Aufnahme, ekg und Blutdruck gemessen. Nach weiteren 2 Stunden, im T-Shirt, frierend auf der harten ekg liege mit Schmerzen und über die Patienten  fluchendenen Mitarbeitern im Nebenraum, sind wir gegangen. Ich bin leider öfter aufgrund chronischer Erkrankungen in der Notaufnahme aber das habe ich noch nie erlebt. In Absprache mit dem Hausarzt geht's heute wieder nach Celle. Dort wird man nicht wie ein Simulant behandelt, weil man die Beschwerden nicht direkt sehen kann. Ein gebrochener Arm, wäre wohl einfacher gewesen. Schade, dass ich absolut nichts positives berichten kann.",,"Sentiment(polarity=-0.11249999999999999, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,5,"Der Arzt war sehr unfreundlich !
Wen ich frage wie ich meiner Tochter helfen kann antwortet der Arzt ich bin nur ein Notarzt fragen sie ihre Kinderärztin!
Nie wieder !!!",,"Sentiment(polarity=-0.07500000000000001, subjectivity=0.0)",Negativ
15,Helios Klinikum Hildesheim, 1 Stern ,vor 3 Jahren,8,Sehr Nettes Personal in der Tagschicht . Aber die Nachtschichten behandeln die Patienten nicht Gut .Traurig,,"Sentiment(polarity=0.25, subjectivity=0.0)",Positiv
